symbol,etf_name,ex_date,record_date,pay_date,dividend,source,source_url,scraped_at
939,統一台灣高息動能,2026/3/31,2026/4/6,2026/4/24,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
939,統一台灣高息動能,2026/5/4,2026/5/10,2026/5/26,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
939,統一台灣高息動能,2026/6/2,2026/6/8,2026/6/25,0.072,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.3
940,元大台灣價值高息,2024/7/11,2024/7/17,2024/8/1,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
940,元大台灣價值高息,2024/8/8,2024/8/14,2024/9/2,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
940,元大台灣價值高息,2024/9/5,2024/9/11,2024/10/1,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
940,元大台灣價值高息,2024/10/9,2024/10/16,2024/11/1,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
940,元大台灣價值高息,2024/11/7,2024/11/13,2024/12/2,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
940,元大台灣價值高息,2024/12/11,2024/12/17,2025/1/2,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
940,元大台灣價值高息,2025/1/2,2025/1/8,2025/2/3,0.03,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2024&endDate=2024,40:37.7
940,元大台灣價值高息,2025/2/6,2025/2/12,2025/3/3,0.03,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
940,元大台灣價值高息,2025/3/11,2025/3/17,2025/4/1,0.03,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
940,元大台灣價值高息,2025/4/10,2025/4/16,2025/5/2,0.03,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
940,元大台灣價值高息,2025/5/8,2025/5/14,2025/6/2,0.03,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
940,元大台灣價值高息,2025/6/10,2025/6/16,2025/7/1,0.03,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
940,元大台灣價值高息,2025/7/10,2025/7/16,2025/8/1,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
940,元大台灣價值高息,2025/8/7,2025/8/13,2025/9/1,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.4
940,元大台灣價值高息,2025/9/9,2025/9/15,2025/10/1,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
940,元大台灣價值高息,2025/10/8,2025/10/14,2025/11/3,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
940,元大台灣價值高息,2025/11/6,2025/11/12,2025/12/1,0.04,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
940,元大台灣價值高息,2025/12/10,2025/12/16,2026/1/2,0.045,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2025&endDate=2025,40:40.3
940,元大台灣價值高息,2026/1/8,2026/1/14,2026/2/2,0.045,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
940,元大台灣價值高息,2026/2/2,2026/2/8,2026/3/2,0.045,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
940,元大台灣價值高息,2026/3/11,2026/3/17,2026/4/1,0.045,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
940,元大台灣價值高息,2026/4/9,2026/4/15,2026/5/4,0.045,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
940,元大台灣價值高息,2026/5/7,2026/5/13,2026/6/1,0.045,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.4
940,元大台灣價值高息,2026/6/9,2026/6/15,2026/7/1,0.05,TWSE ETF eFortune dividendList table,https://www.twse.com.tw/zh/ETFortune/dividendList?startDate=2026&endDate=2026,40:43.3
